Address,Latitude,Longitude
800 NW 85th St Seattle WA 98117 미국,47.6909441,-122.3666172
4100 SW Admiral Way Seattle WA 98116 미국,47.5813716,-122.3843209
13401 Roosevelt Way N Seattle WA 98133 미국,47.7260357,-122.3294526
427 12th Ave Seattle WA 98122 미국,47.6059415,-122.317264
미국 98144 Washington Seattle,47.5845757,-122.303649
805 S 112th St Seattle WA 98168 미국,47.5025527,-122.3225833
9796 Holman Rd NW Seattle WA 98117 미국,47.7011474,-122.3623941
1424 NE 125th St Seattle WA 98125 미국,47.7197739,-122.3130752
2150 N Northgate Way Seattle WA 98133 미국,47.7088039,-122.3316604
8506 5th Ave NE Seattle WA 98115 미국,47.6905295,-122.3226942
2120 W Emerson Pl Seattle WA 98199 미국,47.6563279,-122.3845084
630 Elliott Ave W Seattle WA 98119 미국,47.6257765,-122.366662
5940 E Marginal Way S Seattle WA 98134 미국,47.5494355,-122.3343945
2347 California Ave SW Seattle WA 98116 미국,47.5815536,-122.3869967
2143 N Northgate Way Seattle WA 98133 미국,47.7082914,-122.332198
6759 15th Ave NW Seattle WA 98117 미국,47.679228,-122.3772354
210 NE 45th St Seattle WA 98105 미국,47.6615464,-122.3267316
2802 Rainier Ave S Seattle WA 98144 미국,47.5780515,-122.2974085
14056 Greenwood Ave N Seattle WA 98133 미국,47.7320451,-122.3553154
4605 Fremont Ave N Seattle WA 98103 미국,47.6624117,-122.350495
665 23rd Ave Seattle WA 98122 미국,47.607787,-122.3030445
11809 Renton Ave S Seattle WA 98178 미국,47.496952,-122.2471529
1935 N Northgate Way Seattle WA 98133 미국,47.7083132,-122.334307
2200 4th Ave S Seattle WA 98134 미국,47.5835555,-122.328687
719 NW Market St Seattle WA 98107 미국,47.6684064,-122.3656189
11346 Lake City Way NE Seattle WA 98125 미국,47.7118462,-122.2991028
7200 Aurora Ave N Seattle WA 98103 미국,47.681775,-122.3440039
11655 Renton Ave S Seattle WA 98178 미국,47.4973296,-122.2484986
7801 Detroit Ave SW Seattle WA 98106 미국,47.5323248,-122.3364762
3611 S Genesee St Seattle WA 98118 미국,47.563861,-122.2864522
100 4th Ave N Seattle WA 98109 미국,47.6189206,-122.3485559
6540 California Ave SW Seattle WA 98136 미국,47.5437513,-122.3867102
4580 Fauntleroy Way SW Seattle WA 98126 미국,47.5613119,-122.381021
5620 Martin Luther King Jr Way S Seattle WA 98118 미국,47.5516156,-122.2879072
3201 20th Ave W Seattle WA 98199 미국,47.6487218,-122.3824083
6056 Martin L King Jr Way S & S Graham St Seattle WA 98118 미국,47.5464479,-122.2852074
720 Taylor Ave N Seattle WA 98109 미국,47.6260748,-122.3459103
7132 Delridge Way SW Seattle WA 98106 미국,47.5382216,-122.3607705
8819 14th Ave S Seattle WA 98108 미국,47.5240502,-122.315492
7219 Rainier Ave S Seattle WA 98118 미국,47.537925,-122.2709853
2805 SW Roxbury St Seattle WA 98126 미국,47.517135,-122.3690507
5441 Delridge Way SW Seattle WA 98106 미국,47.5524849,-122.363322
9500 35th Ave NE Seattle WA 98115 미국,47.6977566,-122.2902307
7580 35th Ave SW Seattle WA 98126 미국,47.5341222,-122.3761153
3201 4th Ave S Seattle WA 98134 미국,47.5752688,-122.3295274
4800 Beacon Ave S Seattle WA 98108 미국,47.5600579,-122.3040225
600 S Michigan St Seattle WA 98108 미국,47.5465743,-122.3257193
3317 W Government Way Seattle WA 98199 미국,47.659419,-122.4003256
10504 Aurora Ave N Seattle WA 98133 미국,47.7053613,-122.3443489
3100 E Madison St Seattle WA 98112 미국,47.6266895,-122.2922205
6760 W Marginal Way SW Seattle WA 98106 미국,47.541404,-122.3430245
6352 35th Ave SW Seattle WA 98126 미국,47.5448206,-122.3758087
6230 Rainier Ave S Seattle WA 98118 미국,47.5462511,-122.2756281
7301 Rainier Ave S Seattle WA 98118 미국,47.5366981,-122.2705386
9000 Holman Rd NW Seattle WA 98117 미국,47.6944403,-122.3751747
9525 14th Ave S Seattle WA 98108 미국,47.5176738,-122.3153823
